city,city_ascii,state_id,state_name,county_fips,county_name,county_fips_all,county_name_all,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id,city_id
Raleigh,Raleigh,NC,North Carolina,37183,Wake,37183|37063,Wake|Durham,35.8324,-78.6438,1018336,1235,polygon,FALSE,TRUE,America/New_York,1,27617 27616 27615 27614 27613 27612 27610 27608 27609 27601 27603 27604 27605 27606 27607 27602 27619 27620 27621 27622 27624 27626 27627 27628 27634 27636 27640 27650 27656 27658 27661 27668 27675 27676 27690 27697 27698,1840064486,49
Louisville,Louisville,KY,Kentucky,21111,Jefferson,21111,Jefferson,38.1663,-85.6485,1011696,910,polygon,FALSE,TRUE,America/New_York,1,40177 40245 40241 40218 40219 40214 40216 40211 40213 40059 40291 40299 40220 40223 40222 40229 40228 40023 40272 40207 40209 40258 40118 40027 40225 40261 40268 40269 40281,1840108472,50
Oklahoma City,Oklahoma City,OK,Oklahoma,40109,Oklahoma,40109|40027|40017|40125,Oklahoma|Cleveland|Canadian|Pottawatomie,35.4676,-97.5137,955998,409,polygon,FALSE,TRUE,America/Chicago,2,73012 73013 73099 73097 73119 73118 73114 73117 73116 73111 73112 73020 73173 74857 73142 73141 73145 73149 73078 73109 73106 73107 73139 73132 73131 73135 73134 73008 73084 73105 73169 73162 73165 73102 73103 73054 73151 73150 73159 73064 73108 73104 73129 73179 73170 73049 73127 73120 73121 73122 73128 73101 73113 73124 73125 73126 73136 73137 73143 73144 73146 73147 73148 73152 73154 73155 73157 73163 73164 73167 73172 73178 73184 73189 73190 73194 73195,1840070892,51
Bridgeport,Bridgeport,CT,Connecticut,9001,Fairfield,09001,Fairfield,41.1918,-73.1953,938406,3523,polygon,FALSE,TRUE,America/New_York,2,06605 06604 06607 06606 06608 06610 06601 06602,1840009129,52
Buffalo,Buffalo,NY,New York,36029,Erie,36029,Erie,42.9017,-78.8487,926261,2472,polygon,FALSE,TRUE,America/New_York,2,14208 14209 14202 14203 14201 14206 14207 14204 14220 14222 14218 14211 14210 14213 14212 14215 14214 14216 14205 14233 14240 14263 14264 14267 14269 14270 14272 14273 14276 14280,1840059895,53
Hartford,Hartford,CT,Connecticut,9003,Hartford,09003,Hartford,41.7661,-72.6834,914751,2741,polygon,FALSE,TRUE,America/New_York,2,06106 06105 06103 06120 06112 06160 06114 06101 06102 06104 06115 06123 06126 06127 06132 06133 06134 06140 06141 06142 06143 06144 06145 06146 06147 06150 06151 06152 06154 06167 06176 06183,1840009673,54
Fort Worth,Fort Worth,TX,Texas,48439,Tarrant,48439|48121|48497|48367,Tarrant|Denton|Wise|Parker,32.7812,-97.3472,874168,978,polygon,FALSE,TRUE,America/Chicago,2,76164 76040 76134 76135 76137 76131 76132 76133 76109 76108 76105 76104 76107 76106 76103 76102 76155 76006 76053 76052 76129 76123 76120 76244 76008 76179 76177 76036 76140 76262 76118 76119 76116 76117 76114 76115 76112 76110 76111 76127 76126 76101 76113 76121 76122 76124 76130 76147 76150 76161 76162 76163 76166 76191 76193 76195 76196 76197 76198 76199,1840089686,55
Tucson,Tucson,AZ,Arizona,4019,Pima,04019,Pima,32.1545,-110.8782,868391,868,polygon,FALSE,TRUE,America/Phoenix,2,85705 85707 85706 85756 85723 85726 85724 85701 85708 85711 85748 85745 85747 85716 85714 85715 85712 85713 85710 85719 85730 85702 85703 85709 85717 85720 85721 85722 85725 85731 85732 85738 85751 85754 85775,1840001451,56
El Paso,El Paso,TX,Texas,48141,El Paso,48141,El Paso,31.8479,-106.4309,845674,1025,polygon,FALSE,TRUE,America/Denver,2,79901 79902 79903 79904 79905 79906 79907 79930 79932 79935 79934 79936 79912 79911 79835 79922 79920 79927 79924 79925 79915 79910 79913 79914 79917 79923 79926 79931 79937 79940 79941 79943 79944 79945 79946 79947 79948 79949 79950 79951 79952 79953 79954 79955 79958 79960 79961 79968 79976 79978 79980 79995 79996 79997 79998 79999 88540 88541 88542 88543 88544 88545 88546 88547 88548 88549 88550 88553 88554 88555 88556 88557 88558 88559 88560 88561 88562 88563 88565 88566 88567 88568 88569 88570 88571 88572 88573 88574 88575 88576 88577 88578 88579 88580 88581 88582 88583 88584 88585 88586 88588 88590 88595,1840089685,57
Honolulu,Honolulu,HI,Hawaii,15003,Honolulu,15003,Honolulu,21.3294,-157.846,833671,2234,polygon,FALSE,TRUE,Pacific/Honolulu,2,96859 96850 96822 96826 96813 96815 96814 96817 96816 96819 96818 96801 96802 96803 96804 96805 96806 96807 96808 96809 96810 96811 96812 96820 96823 96828 96830 96836 96837 96838 96839 96840 96841 96843 96844 96846 96847 96848 96849 96858 96898,1840118304,58
Omaha,Omaha,NE,Nebraska,31055,Douglas,31055,Douglas,41.2628,-96.0498,827786,1304,polygon,FALSE,TRUE,America/Chicago,2,68112 68117 68118 68107 68104 68105 68108 68178 68164 68122 68127 68124 68022 68111 68110 68114 68116 68137 68135 68132 68144 68134 68131 68130 68102 68106 68152 68154 68101 68103 68109 68119 68139 68145 68172 68175 68176 68179 68180 68182 68183 68197 68198,1840051017,59
McAllen,McAllen,TX,Texas,48215,Hidalgo,48215,Hidalgo,26.2273,-98.2471,800904,838,polygon,FALSE,TRUE,America/Chicago,2,78573 78504 78503 78501 78502 78505,1840088100,60
Albuquerque,Albuquerque,NM,New Mexico,35001,Bernalillo,35001,Bernalillo,35.1053,-106.6464,758523,1151,polygon,FALSE,TRUE,America/Denver,2,87121 87120 87123 87112 87113 87110 87111 87116 87114 87109 87108 87102 87105 87104 87107 87106 87119 87125 87131 87153 87154 87158 87181 87184 87187 87190 87191 87192 87194 87196 87197 87198 87199,1840055453,61
Birmingham,Birmingham,AL,Alabama,1073,Jefferson,01073|01117,Jefferson|Shelby,33.5277,-86.7987,744189,556,polygon,FALSE,TRUE,America/Chicago,2,35218 35214 35215 35217 35210 35211 35212 35213 35243 35242 35224 35221 35222 35228 35203 35207 35206 35205 35204 35209 35208 35254 35068 35061 35234 35235 35233 35201 35202 35220 35232 35237 35238 35246 35249 35255 35259 35261 35270 35282 35283 35285 35287 35290 35291 35292 35294 35295 35297 35298,1840007489,62
Dayton,Dayton,OH,Ohio,39113,Montgomery,39113,Montgomery,39.7797,-84.1998,718169,978,polygon,FALSE,TRUE,America/New_York,2,45432 45402 45403 45406 45404 45405 45409 45428 45420 45424 45410 45414 45417 45419 45377 45401 45412 45422 45423 45481 45490,1840067958,63
Rochester,Rochester,NY,New York,36055,Monroe,36055,Monroe,43.168,-77.6162,711998,2245,polygon,FALSE,TRUE,America/New_York,2,14608 14609 14606 14604 14605 14607 14627 14620 14621 14619 14615 14614 14617 14611 14610 14613 14612 14602 14603 14638 14639 14642 14643 14644 14646 14647 14649 14650 14651 14653,1840057996,64
Sarasota,Sarasota,FL,Florida,12115,Sarasota,12115,Sarasota,27.3386,-82.543,706245,1494,polygon,FALSE,TRUE,America/New_York,2,34232 34234 34237 34236 34239 34276 34278,1840012336,65
Fresno,Fresno,CA,California,6019,Fresno,06019,Fresno,36.7831,-119.7941,698021,1781,polygon,FALSE,TRUE,America/Los_Angeles,2,93730 93650 93702 93703 93701 93706 93704 93705 93728 93720 93721 93722 93726 93727 93711 93710 93707 93708 93709 93714 93715 93716 93717 93718 93724 93729 93737 93740 93744 93745 93750 93755 93760 93761 93764 93765 93771 93772 93774 93775 93776 93777 93778 93779 93790 93791 93792 93793 93794 93844,1840011462,66
Allentown,Allentown,PA,Pennsylvania,42077,Lehigh,42077,Lehigh,40.5961,-75.4755,682899,2668,polygon,FALSE,TRUE,America/New_York,2,18105 18104 18101 18103 18102 18109 18001,1840079431,67
Tulsa,Tulsa,OK,Oklahoma,40143,Tulsa,40143|40113|40131|40145,Tulsa|Osage|Rogers|Wagoner,36.1284,-95.9043,672054,785,polygon,FALSE,TRUE,America/Chicago,2,74133 74134 74135 74132 74130 74136 74137 74145 74127 74112 74114 74115 74117 74119 74015 74105 74129 74128 74120 74126 74110 74116 74107 74106 74104 74103 74146 74108 74101 74121 74141 74147 74148 74149 74150 74152 74153 74155 74156 74158 74159 74169 74170 74171 74172 74182 74186 74187 74192 74193,1840070824,68
Concord,Concord,CA,California,6013,Contra Costa,06013,Contra Costa,37.9722,-122.0016,654770,1639,polygon,FALSE,TRUE,America/Los_Angeles,2,94518 94519 94521 94520 94522 94524 94527,1840106397,69
Cape Coral,Cape Coral,FL,Florida,12071,Lee,12071,Lee,26.6445,-81.9955,630134,669,polygon,FALSE,TRUE,America/New_York,2,33991 33990 33993 33914 33909 33904 33910 33911 33915,1840011618,70
Springfield,Springfield,MA,Massachusetts,25013,Hampden,25013,Hampden,42.1155,-72.5395,628076,1874,polygon,FALSE,TRUE,America/New_York,2,01151 01118 01119 01199 01129 01128 01107 01105 01104 01103 01109 01108 01101 01102 01111 01115 01138 01139 01144 01152,1840039107,71
Colorado Springs,Colorado Springs,CO,Colorado,8041,El Paso,08041,El Paso,38.8674,-104.7606,623946,919,polygon,FALSE,TRUE,America/Denver,2,80951 80909 80904 80905 80906 80907 80903 80939 80938 80910 80917 80916 80915 80914 80919 80918 80927 80924 80925 80922 80923 80920 80921 80929 80901 80932 80934 80935 80936 80937 80941 80942 80946 80947 80949 80950 80960 80962 80977 80995 80997,1840009069,72
Charleston,Charleston,SC,South Carolina,45019,Charleston,45019|45015,Charleston|Berkeley,32.8151,-79.963,616085,470,polygon,FALSE,TRUE,America/New_York,2,29414 29424 29455 29407 29401 29403 29409 29492 29412 29402 29413 29417 29422 29425 29457,1840079842,73
Grand Rapids,Grand Rapids,MI,Michigan,26081,Kent,26081,Kent,42.9615,-85.6557,602694,1727,polygon,FALSE,TRUE,America/Detroit,2,49546 49507 49506 49505 49504 49503 49508 49501 49502 49514 49515 49523 49555 49588 49599,1840041233,74
Mission Viejo,Mission Viejo,CA,California,6059,Orange,06059,Orange,33.6095,-117.655,600474,2094,polygon,FALSE,TRUE,America/Los_Angeles,2,92692 92691 92690,1840107615,75
Albany,Albany,NY,New York,36001,Albany,36001,Albany,42.6664,-73.7987,597270,1772,polygon,FALSE,TRUE,America/New_York,2,12208 12209 12204 12206 12207 12202 12203 12205 12210 12222 12201 12223 12226 12228 12229 12230 12231 12232 12233 12234 12235 12236 12237 12238 12239 12240 12241 12242 12243 12244 12245 12246 12248 12250 12255 12257 12260 12261,1840060109,76
Knoxville,Knoxville,TN,Tennessee,47093,Knox,47093,Knox,35.9692,-83.9496,585249,732,polygon,FALSE,TRUE,America/New_York,2,37918 37912 37909 37902 37924 37920 37921 37922 37923 37919 37915 37914 37917 37916 37901 37927 37928 37929 37939 37950 37995 37996 37997,1840105644,77
Baton Rouge,Baton Rouge,LA,Louisiana,22033,East Baton Rouge,22033,East Baton Rouge,30.4419,-91.131,583613,1006,polygon,FALSE,TRUE,America/Chicago,2,70836 70808 70809 70802 70803 70801 70806 70807 70805 70820 70819 70811 70815 70814 70816 70804 70813 70821 70822 70823 70825 70827 70831 70833 70835 70873 70874 70891 70892 70893 70894 70895 70898,1840105405,78
Bakersfield,Bakersfield,CA,California,6029,Kern,06029,Kern,35.353,-119.0359,574362,982,polygon,FALSE,TRUE,America/Los_Angeles,2,93306 93307 93304 93305 93301 93309 93314 93311 93313 93312 93302 93383 93384 93385 93387 93389 93390,1840105672,79
Ogden,Ogden,UT,Utah,49057,Weber,49057,Weber,41.228,-111.9677,573632,1233,polygon,FALSE,TRUE,America/Denver,2,84404 84401 84403 84244 84407 84408 84409 84415,1840090858,80
New Haven,New Haven,CT,Connecticut,9009,New Haven,09009,New Haven,41.3112,-72.9246,568144,2706,polygon,FALSE,TRUE,America/New_York,2,06519 06511 06510 06513 06512 06515 06501 06502 06503 06505 06506 06507 06508 06509 06520 06521 06530 06531 06532 06533 06534 06535 06536 06540,1840009325,81
Columbia,Columbia,SC,South Carolina,45079,Richland,45079|45063,Richland|Lexington,34.0376,-80.9037,566166,377,polygon,FALSE,TRUE,America/New_York,2,29202 29203 29205 29201 29207 29204 29208 29209 29212 29225 29229 29147 29210 29206 29214 29215 29216 29217 29218 29220 29224 29226 29240 29250,1840081012,82
Akron,Akron,OH,Ohio,39153,Summit,39153,Summit,41.0798,-81.5219,565920,1233,polygon,FALSE,TRUE,America/New_York,2,44306 44307 44304 44305 44302 44303 44301 44308 44320 44311 44310 44313 44312 44319 44314 44309 44315 44316 44317 44325 44326 44328 44334 44396 44398,1840067794,83
Provo,Provo,UT,Utah,49049,Utah,49049,Utah,40.2457,-111.6457,503695,1087,polygon,FALSE,TRUE,America/Denver,2,84604 84606 84601 84602 84603 84605,1840090885,84
Worcester,Worcester,MA,Massachusetts,25027,Worcester,25027,Worcester,42.2705,-71.8079,498997,1918,polygon,FALSE,TRUE,America/New_York,2,01610 01608 01609 01602 01603 01604 01605 01606 01607 01601 01613 01614 01615 01653 01655,1840040323,85
Mesa,Mesa,AZ,Arizona,4013,Maricopa,04013,Maricopa,33.4017,-111.7181,496401,1388,polygon,FALSE,TRUE,America/Phoenix,2,85208 85209 85201 85202 85203 85204 85205 85206 85207 85215 85213 85212 85210 85211 85214 85216 85274 85275 85277,1840000110,86
Palm Bay,Palm Bay,FL,Florida,12009,Brevard,12009,Brevard,27.955,-80.6628,489912,440,polygon,FALSE,TRUE,America/New_York,2,32909 32905 32907 32976 32948 32908 32902 32906 32910 32911,1840012183,87
Toledo,Toledo,OH,Ohio,39095,Lucas,39095,Lucas,41.6639,-83.5822,488672,1326,polygon,FALSE,TRUE,America/New_York,2,43615 43611 43613 43612 43614 43608 43610 43606 43607 43604 43605 43609 43620 43623 43601 43603 43635 43652 43656 43657 43659 43660 43661 43666 43667 43681 43682 43697 43699,1840068752,88
Murrieta,Murrieta,CA,California,6065,Riverside,06065,Riverside,33.572,-117.1909,483681,1301,polygon,FALSE,TRUE,America/Los_Angeles,2,92563 92562,1840107948,89
Wichita,Wichita,KS,Kansas,20173,Sedgwick,20173,Sedgwick,37.6897,-97.3441,483057,935,polygon,FALSE,TRUE,America/Chicago,2,67230 67235 67260 67217 67216 67215 67214 67213 67212 67211 67210 67219 67218 67223 67220 67226 67202 67203 67204 67205 67206 67207 67208 67209 67201 67275 67276 67277 67278,1840027078,90
Des Moines,Des Moines,IA,Iowa,19153,Polk,19153,Polk,41.5725,-93.6105,481222,952,polygon,FALSE,TRUE,America/Chicago,2,50309 50312 50314 50316 50317 50310 50311 50313 50319 50321 50320 50315 50301 50302 50303 50304 50305 50306 50307 50308 50318 50328 50329 50330 50331 50332 50335 50340 50380 50381 50391 50392 50393 50394 50395 50396 50936 50940 50947 50950 50980 50981 50982 50983,1840026623,91
Staten Island,Staten Island,NY,New York,36085,Richmond,36085,Richmond,40.5834,-74.1496,476015,3155,polygon,FALSE,TRUE,America/New_York,2,10302 10303 10310 10306 10307 10308 10309 10312 10301 10304 10305 10314,1840108319,92
Long Beach,Long Beach,CA,California,6037,Los Angeles,06037,Los Angeles,33.798,-118.1675,469450,3575,polygon,FALSE,TRUE,America/Los_Angeles,2,90822 90804 90805 90806 90807 90802 90803 90808 90831 90814 90813 90810 90815 90801 90832 90833 90834 90835 90840 90842 90844 90846 90847 90848 90853 90899,1840105730,93
Greenville,Greenville,SC,South Carolina,45045,Greenville,45045,Greenville,34.8362,-82.3649,467894,902,polygon,FALSE,TRUE,America/New_York,2,29614 29607 29605 29601 29609 29602 29603 29604 29612 29616,1840081043,94
Little Rock,Little Rock,AR,Arkansas,5119,Pulaski,05119,Pulaski,34.7255,-92.358,442699,643,polygon,FALSE,TRUE,America/Chicago,2,72211 72210 72212 72223 72209 72202 72201 72206 72207 72204 72205 72103 72227 72215 72217 72219 72222 72225 72231 72255 72260 72295,1840004300,95
Harrisburg,Harrisburg,PA,Pennsylvania,42043,Dauphin,42043,Dauphin,40.2752,-76.8843,441580,2339,polygon,FALSE,TRUE,America/New_York,2,17101 17102 17103 17104 17120 17110 17105 17108 17121 17122 17123 17124 17125 17126 17127 17128 17129 17130,1840079423,96
Denton,Denton,TX,Texas,48121,Denton,48121,Denton,33.2176,-97.1419,440146,547,polygon,FALSE,TRUE,America/Chicago,2,76207 76205 76201 76208 76209 76210 76259 76202 76203 76204 76206,1840086453,97
Madison,Madison,WI,Wisconsin,55025,Dane,55025,Dane,43.0827,-89.3923,439553,1250,polygon,FALSE,TRUE,America/Chicago,2,53706 53704 53705 53703 53726 53792 53719 53718 53715 53714 53717 53716 53711 53713 53701 53707 53708 53725 53774 53777 53782 53783 53784 53785 53786 53788 53789 53790 53793 53794,1840102819,98
Reno,Reno,NV,Nevada,32031,Washoe,32031,Washoe,39.5497,-119.8483,433271,884,polygon,FALSE,TRUE,America/Los_Angeles,2,89521 89523 89439 89503 89502 89501 89506 89509 89508 89519 89512 89505 89507 89533 89555 89557 89595 89599,1840051413,99
Port St. Lucie,Port St. Lucie,FL,Florida,12111,St. Lucie,12111,St. Lucie,27.2796,-80.3884,432589,613,polygon,FALSE,TRUE,America/New_York,2,34986 34984 34983 34987 34952 34953 34985,1840013592,100
Oakland,Oakland,CA,California,6001,Alameda,06001,Alameda,37.7903,-122.2165,425195,2937,polygon,FALSE,TRUE,America/Los_Angeles,2,94621 94705 94704 94611 94610 94613 94619 94612 94618 94606 94607 94602 94603 94601 94609 94605 94608 94604 94614 94615 94617 94620 94622 94623 94624 94649 94659 94660 94661 94666,1840011429,101
Winston-Salem,Winston-Salem,NC,North Carolina,37067,Forsyth,37067,Forsyth,36.1029,-80.261,416581,712,polygon,FALSE,TRUE,America/New_York,2,27110 27127 27040 27107 27106 27105 27104 27103 27101 27109 27102 27108 27111 27113 27114 27115 27116 27117 27120 27130 27150 27152 27155 27157 27198 27199,1840062050,102
Indio,Indio,CA,California,6065,Riverside,06065,Riverside,33.7346,-116.2346,408097,1043,polygon,FALSE,TRUE,America/Los_Angeles,2,92241 92201 92203,1840105720,103
Durham,Durham,NC,North Carolina,37063,Durham,37063|37135,Durham|Orange,35.9795,-78.9032,407575,921,polygon,FALSE,TRUE,America/New_York,2,27703 27705 27704 27707 27701 27709 27712 27713 27706 27708 27710 27715 27717 27722,1840063081,104
Syracuse,Syracuse,NY,New York,36067,Onondaga,36067,Onondaga,43.0409,-76.1438,407259,2212,polygon,FALSE,TRUE,America/New_York,2,13210 13214 13290 13224 13207 13206 13205 13204 13203 13202 13208 13201 13217 13218 13221 13235 13244 13252 13261,1840058447,105
Chattanooga,Chattanooga,TN,Tennessee,47065,Hamilton,47065,Hamilton,35.0657,-85.2487,407182,483,polygon,FALSE,TRUE,America/New_York,2,37415 37416 37410 37411 37419 37409 37421 37363 37408 37403 37402 37407 37405 37406 37404 37343 37351 37350 37401 37414 37424 37450,1840084599,106
Lancaster,Lancaster,PA,Pennsylvania,42071,Lancaster,42071,Lancaster,40.042,-76.3012,404525,3189,polygon,FALSE,TRUE,America/New_York,2,17603 17602 17601 17608 17699,1840074387,107
Spokane,Spokane,WA,Washington,53063,Spokane,53063,Spokane,47.6671,-117.433,403043,1218,polygon,FALSE,TRUE,America/Los_Angeles,2,99201 99203 99202 99205 99204 99207 99208 99224 99223 99001 99212 99209 99210 99219 99220 99252 99256 99258 99260,1840097276,108
Palm Coast,Palm Coast,FL,Florida,12035,Flagler,12035,Flagler,29.5392,-81.246,401757,351,polygon,FALSE,TRUE,America/New_York,2,32164 32136 32137 32135 32142,1840012836,109
Arlington,Arlington,TX,Texas,48439,Tarrant,48439,Tarrant,32.6998,-97.1251,396394,1597,polygon,FALSE,TRUE,America/Chicago,2,76040 76006 76001 76002 76018 76013 76012 76011 76010 76017 76016 76015 76014 76003 76004 76005 76007 76019 76094 76096,1840088006,110
Bonita Springs,Bonita Springs,FL,Florida,12071,Lee,12071,Lee,26.3559,-81.7861,396220,558,polygon,FALSE,TRUE,America/New_York,2,33931 34134 34135,1840011574,111
Poughkeepsie,Poughkeepsie,NY,New York,36027,Dutchess,36027,Dutchess,41.6949,-73.921,396041,2298,polygon,FALSE,TRUE,America/New_York,2,12601 12603 12602,1840057888,112
Stockton,Stockton,CA,California,6077,San Joaquin,06077,San Joaquin,37.9766,-121.3111,394467,1943,polygon,FALSE,TRUE,America/Los_Angeles,2,95219 95212 95210 95211 95209 95205 95207 95202 95204 95206 95203 95201 95267 95269 95296 95297,1840107085,113
Oxnard,Oxnard,CA,California,6111,Ventura,06111,Ventura,34.1962,-119.1819,389792,3008,polygon,FALSE,TRUE,America/Los_Angeles,2,93035 93036 93030 93033 93031 93032 93034,1840105741,114
Augusta,Augusta,GA,Georgia,13245,Richmond,13245,Richmond,33.3645,-82.0708,389383,251,polygon,FALSE,TRUE,America/New_York,2,30912 30815 30812 30907 30906 30904 30901 30905 30909 30805 30914 30916 30917 30919 30999,1840111652,115
Scranton,Scranton,PA,Pennsylvania,42069,Lackawanna,42069,Lackawanna,41.4044,-75.6649,389022,1183,polygon,FALSE,TRUE,America/New_York,2,18509 18508 18510 18503 18505 18507 18504 18515 18540,1840079426,116
Boise,Boise,ID,Idaho,16001,Ada,16001,Ada,43.6007,-116.2312,385218,1045,polygon,FALSE,TRUE,America/Boise,2,83703 83702 83705 83704 83709 83716 83706 83712 83713 83701 83708 83715 83717 83720 83722 83724 83725 83728 83729 83735 83756 83799,1840018335,117
Modesto,Modesto,CA,California,6099,Stanislaus,06099,Stanislaus,37.6374,-121.0028,381398,1924,polygon,FALSE,TRUE,America/Los_Angeles,2,95358 95356 95355 95354 95351 95350 95352 95353 95397,1840011465,118
Kissimmee,Kissimmee,FL,Florida,12097,Osceola,12097,Osceola,28.3042,-81.4164,374231,1318,polygon,FALSE,TRUE,America/New_York,2,34741 34743 34744 34746 34745,1840011961,119
Youngstown,Youngstown,OH,Ohio,39099,Mahoning,39099|39155,Mahoning|Trumbull,41.0993,-80.6463,373728,735,polygon,FALSE,TRUE,America/New_York,2,44502 44503 44504 44505 44506 44507 44509 44511 44510 44501 44555,1840066883,120
Aurora,Aurora,CO,Colorado,8001,Adams,08001|08005,Adams|Arapahoe,39.7084,-104.7274,366623,921,polygon,FALSE,TRUE,America/Denver,2,80247 80137 80045 80018 80019 80016 80017 80014 80015 80012 80013 80010 80011 80040 80041 80042 80044 80046 80047 80251,1840009032,121
Anaheim,Anaheim,CA,California,6059,Orange,06059,Orange,33.839,-117.8573,352497,2704,polygon,FALSE,TRUE,America/Los_Angeles,2,92808 92806 92807 92804 92805 92802 92801 92803 92809 92812 92815 92816 92817 92825 92850 92899,1840105668,122
Victorville,Victorville,CA,California,6071,San Bernardino,06071,San Bernardino,34.5277,-117.3536,346948,642,polygon,FALSE,TRUE,America/Los_Angeles,2,92394 92395 92392 92393,1840105769,123
Pensacola,Pensacola,FL,Florida,12033,Escambia,12033,Escambia,30.4427,-87.1886,344400,897,polygon,FALSE,TRUE,America/Chicago,2,32501 32504 32503 32502 32513 32522 32524 32591,1840012515,124
Fayetteville,Fayetteville,AR,Arkansas,5143,Washington,05143,Washington,36.0713,-94.166,341890,609,polygon,FALSE,TRUE,America/Chicago,2,72704 72703 72701 72702,1840003752,125
San Juan,San Juan,PR,Puerto Rico,72127,San Juan,72127,San Juan,18.4037,-66.0636,341657,3336,polygon,FALSE,FALSE,America/Puerto_Rico,2,00918 00913 00911 00917 00915 00912 00926 00927 00924 00925 00923 00920 00921 00906 00907 00901 00909 00936 00969 00902 00908 00910 00919 00922 00928 00929 00930 00931 00935 00937 00939 00940 00955 00975,1630113823,126
Corpus Christi,Corpus Christi,TX,Texas,48355,Nueces,48355|48409|48007|48273,Nueces|San Patricio|Aransas|Kleberg,27.7261,-97.3755,341435,787,polygon,FALSE,TRUE,America/Chicago,2,78373 78408 78409 78406 78407 78404 78405 78402 78401 78419 78418 78414 78417 78416 78411 78410 78413 78412 78403 78426 78427 78460 78463 78465 78466 78467 78468 78469 78472 78480,1840086420,127
Jackson,Jackson,MS,Mississippi,28049,Hinds,28049|28089,Hinds|Madison,32.3163,-90.2124,338185,580,polygon,FALSE,TRUE,America/Chicago,2,39272 39206 39204 39203 39202 39201 39209 39269 39174 39211 39212 39213 39216 39217 39060 39205 39207 39210 39215 39225 39236 39250 39271 39282 39283 39284 39286 39289 39296 39298,1840046030,128
Greensboro,Greensboro,NC,North Carolina,37081,Guilford,37081,Guilford,36.0956,-79.8268,335588,869,polygon,FALSE,TRUE,America/New_York,2,27410 27235 27455 27214 27408 27409 27403 27401 27406 27407 27405 27402 27404 27411 27412 27413 27417 27420 27427 27429 27435 27438 27495 27497 27498 27499,1840063295,129
Flint,Flint,MI,Michigan,26049,Genesee,26049,Genesee,43.0235,-83.6922,335354,1113,polygon,FALSE,TRUE,America/Detroit,2,48553 48551 48504 48505 48506 48507 48502 48503 48550 48552 48556 48557,1840041142,130
Santa Ana,Santa Ana,CA,California,6059,Orange,06059,Orange,33.7366,-117.8819,334136,4715,polygon,FALSE,TRUE,America/Los_Angeles,2,92703 92701 92705 92704 92707 92706 92702 92712 92735 92799,1840105759,131
Fort Wayne,Fort Wayne,IN,Indiana,18003,Allen,18003,Allen,41.0885,-85.1436,328564,928,polygon,FALSE,TRUE,America/Indiana/Indianapolis,2,46835 46845 46818 46814 46815 46816 46803 46802 46807 46806 46805 46804 46809 46808 46825 46801 46850 46851 46852 46853 46854 46855 46856 46857 46858 46859 46860 46861 46862 46863 46864 46865 46866 46867 46868 46869 46885 46895 46897,1840022405,132
Ann Arbor,Ann Arbor,MI,Michigan,26161,Washtenaw,26161,Washtenaw,42.2755,-83.7312,326288,1680,polygon,FALSE,TRUE,America/Detroit,2,48103 48104 48105 48108 48109 48113,1840040692,133
Santa Rosa,Santa Rosa,CA,California,6097,Sonoma,06097,Sonoma,38.4458,-122.7067,321908,1591,polygon,FALSE,TRUE,America/Los_Angeles,2,95404 95409 95403 95401 95407 95405 95406,1840106976,134
Lansing,Lansing,MI,Michigan,26065,Ingham,26065|26045,Ingham|Eaton,42.7142,-84.5601,320928,1153,polygon,FALSE,TRUE,America/Detroit,2,48933 48915 48912 48911 48910 48921 48906 48901 48909 48916 48919 48922 48924 48929 48930 48937 48951 48956,1840105231,135
Mobile,Mobile,AL,Alabama,1097,Mobile,01097,Mobile,30.6782,-88.1163,318084,526,polygon,FALSE,TRUE,America/Chicago,2,36606 36607 36604 36605 36602 36603 36608 36609 36688 36582 36615 36617 36611 36610 36619 36618 36695 36693 36571 36601 36628 36633 36640 36641 36644 36652 36660 36670 36675 36689 36691,1840006287,136
Lexington,Lexington,KY,Kentucky,21067,Fayette,21067,Fayette,38.0423,-84.4587,315939,438,polygon,FALSE,TRUE,America/New_York,2,40505 40506 40508 40509 40504 40507 40502 40503 40517 40516 40513 40511 40510 40515 40514 40512 40522 40523 40524 40526 40533 40536 40544 40546 40550 40555 40574 40575 40576 40577 40578 40579 40580 40581 40582 40583 40588 40591 40598,1840108118,137
Huntsville,Huntsville,AL,Alabama,1089,Madison,01089|01083,Madison|Limestone,34.6988,-86.6412,309716,350,polygon,FALSE,TRUE,America/Chicago,2,35801 35803 35802 35805 35806 35741 35824 35763 35757 35756 35810 35811 35816 35896 35762 35804 35807 35809 35814 35815 35893 35894 35895 35897 35899,1840005960,138
Santa Clarita,Santa Clarita,CA,California,6037,Los Angeles,06037,Los Angeles,34.4155,-118.4992,309378,1235,polygon,FALSE,TRUE,America/Los_Angeles,2,91321 91351 91350 91355 91354 91387 91322 91382 91385 91386,1840107921,139
Asheville,Asheville,NC,North Carolina,37021,Buncombe,37021,Buncombe,35.5704,-82.5537,309250,778,polygon,FALSE,TRUE,America/New_York,2,28806 28805 28804 28803 28801 28776 28810 28814 28815 28816,1840062654,140
